Year,Month,ZIP,Customer Type,Monthly Usage (kWh)
2017,7,"37209
(36.149599, -86.874487)",COMMERCIAL,2031181
2017,7,"37214
(36.168995, -86.667231)",OUTDOOR LIGHTING,3102
2017,7,"37220
(36.06788, -86.776955)",OUTDOOR LIGHTING,2920
2017,7,"37075
(36.323052, -86.60557)",RESIDENTIAL,8711272
2017,7,"37027
(36.00245, -86.778709)",RESIDENTIAL,9134439
2017,8,"37212
(36.133256, -86.801456)",COMMERCIAL,11052636
2017,8,"37217
(36.106646, -86.667608)",OUTDOOR LIGHTING,1274
2017,8,"37216
(36.216134, -86.726204)",COMMERCIAL,505555
2017,8,"37228
(36.193837, -86.803025)",COMMERCIAL,6349930
2017,8,"37086
(36.014912, -86.5643)",SEASONAL CUSTOMER,0
2017,8,"37069
(35.985493, -86.899213)",RESIDENTIAL,757061
2017,8,"37027
(36.00245, -86.778709)",COMMERCIAL,928911
2017,8,"37211
(36.069132, -86.724578)",OUTDOOR LIGHTING,8700
2017,8,"37066
(36.387698, -86.459057)",COMMERCIAL,626686
2017,8,"37214
(36.168995, -86.667231)",COMMERCIAL,1139727
2017,8,"37072
(36.350389, -86.731255)",SEASONAL CUSTOMER,1360
2017,8,"37221
(36.064367, -86.96029)",RESIDENTIAL,7877658
2017,8,"37227
(36.129798, -86.666977)",COMMERCIAL,413
2017,8,"37204
(36.109305, -86.776748)",OUTDOOR LIGHTING,14869
2017,8,"37013
(36.049335, -86.641832)",OUTDOOR LIGHTING,4557
2017,8,"37115
(36.262567, -86.704171)",RESIDENTIAL,6548960
2017,8,"37213
(36.167552, -86.767564)",COMMERCIAL,159680
2017,8,"37228
(36.193837, -86.803025)",COMMERCIAL,210584
2017,8,"37066
(36.387698, -86.459057)",COMMERCIAL,46954
2017,8,"37086
(36.014912, -86.5643)",COMMERCIAL,592333
2017,8,"37013
(36.049335, -86.641832)",COMMERCIAL,15736764
2017,8,"37075
(36.323052, -86.60557)",COMMERCIAL,11159977
2017,8,"37201
(36.164553, -86.776977)",COMMERCIAL,186293
2017,8,"37189
(36.279393, -86.826731)",OUTDOOR LIGHTING,0
2017,8,"37205
(36.112469, -86.867263)",OUTDOOR LIGHTING,2515
2017,8,"37210
(36.140869, -86.738847)",RESIDENTIAL,1645557
2017,8,"37209
(36.149599, -86.874487)",OUTDOOR LIGHTING,6494
2017,8,"37208
(36.176427, -86.805176)",COMMERCIAL,16825958
2017,8,"37069
(35.985493, -86.899213)",COMMERCIAL,83920
2017,8,"37069
(35.985493, -86.899213)",COMMERCIAL,5081
2017,8,"37213
(36.167552, -86.767564)",COMMERCIAL,3377642
2017,8,"37212
(36.133256, -86.801456)",OUTDOOR LIGHTING,28177
2017,8,"37206
(36.18095, -86.739624)",OUTDOOR LIGHTING,703
2017,8,"37212
(36.133256, -86.801456)",COMMERCIAL,703339
2017,8,"37135
(35.946013, -86.661944)",RESIDENTIAL,226052
2017,8,"37221
(36.064367, -86.96029)",COMMERCIAL,4552510
2017,8,"37086
(36.014912, -86.5643)",OUTDOOR LIGHTING,5837
2017,8,"37203
(36.150195, -86.790206)",OUTDOOR LIGHTING,0
2017,8,"37211
(36.069132, -86.724578)",RESIDENTIAL,8287765
2017,8,"37210
(36.140869, -86.738847)",COMMERCIAL,2313684
2017,8,"37122
(36.187906, -86.500085)",COMMERCIAL,5981
2017,8,"37115
(36.262567, -86.704171)",OUTDOOR LIGHTING,1171
2017,8,"37013
(36.049335, -86.641832)",RESIDENTIAL,8465448
2017,8,"37210
(36.140869, -86.738847)",OUTDOOR LIGHTING,4597
2017,8,"37219
(36.167467, -86.783669)",COMMERCIAL,151375
2017,8,"37072
(36.350389, -86.731255)",COMMERCIAL,1313694
2017,8,"37220
(36.06788, -86.776955)",COMMERCIAL,183408
2017,8,"37206
(36.18095, -86.739624)",RESIDENTIAL,3362314
2017,8,"37218
(36.210699, -86.866798)",COMMERCIAL,526029
2017,8,"37080
(36.331509, -86.915843)",COMMERCIAL,214204
2017,8,"37027
(36.00245, -86.778709)",COMMERCIAL,10988930
2017,8,"37076
(36.175185, -86.5933)",RESIDENTIAL,5801362
2017,8,"37143
(36.12259, -87.03587)",COMMERCIAL,28559
2017,8,"37138
(36.239455, -86.611783)",OUTDOOR LIGHTING,1778
2017,8,"37201
(36.164553, -86.776977)",COMMERCIAL,7930696
2017,8,"37212
(36.133256, -86.801456)",RESIDENTIAL,2048498
2017,8,"37207
(36.224945, -86.775061)",OUTDOOR LIGHTING,1372
2017,8,"37205
(36.112469, -86.867263)",SEASONAL CUSTOMER,49120
2017,8,"37189
(36.279393, -86.826731)",COMMERCIAL,2821259
2017,8,37237,COMMERCIAL,736000
2017,8,"37211
(36.069132, -86.724578)",COMMERCIAL,22157247
2017,8,"37204
(36.109305, -86.776748)",RESIDENTIAL,2530420
2017,8,"37215
(36.091316, -86.827959)",OUTDOOR LIGHTING,5955
2017,8,"37215
(36.091316, -86.827959)",COMMERCIAL,5240521
2017,8,"37115
(36.262567, -86.704171)",COMMERCIAL,10593180
2017,8,"37152
(36.396526, -86.765833)",RESIDENTIAL,2921
2017,8,"37217
(36.106646, -86.667608)",COMMERCIAL,1149974
2017,8,"37086
(36.014912, -86.5643)",COMMERCIAL,21150033
2017,8,"37238
(36.166067, -86.779698)",COMMERCIAL,112500
2017,8,"37205
(36.112469, -86.867263)",RESIDENTIAL,9587913
2017,8,"37219
(36.167467, -86.783669)",COMMERCIAL,5318538
2017,8,"37072
(36.350389, -86.731255)",OUTDOOR LIGHTING,7723
2017,8,"37082
(36.08832, -87.117051)",RESIDENTIAL,30690
2017,8,"37138
(36.239455, -86.611783)",COMMERCIAL,25257604
2017,8,"37189
(36.279393, -86.826731)",RESIDENTIAL,983894
2017,8,"37243
(36.166899, -86.77672)",RESIDENTIAL,30829
2017,8,"37227
(36.129798, -86.666977)",COMMERCIAL,92680
2017,8,"37203
(36.150195, -86.790206)",COMMERCIAL,74924631
2017,8,"37201
(36.164553, -86.776977)",RESIDENTIAL,53371
2017,8,"37207
(36.224945, -86.775061)",RESIDENTIAL,7204286
2017,8,"37209
(36.149599, -86.874487)",COMMERCIAL,1949845
2017,8,"37073
(36.42764, -86.812249)",RESIDENTIAL,84714
2017,8,"37219
(36.167467, -86.783669)",RESIDENTIAL,19377
2017,8,"37211
(36.069132, -86.724578)",COMMERCIAL,2661924
2017,8,"37214
(36.168995, -86.667231)",RESIDENTIAL,5249374
2017,8,"37015
(36.29003, -87.070106)",COMMERCIAL,12579
2017,8,"37208
(36.176427, -86.805176)",OUTDOOR LIGHTING,15206
2017,8,"37203
(36.150195, -86.790206)",COMMERCIAL,2049291
2017,8,"37073
(36.42764, -86.812249)",COMMERCIAL,22074
2017,8,"37076
(36.175185, -86.5933)",COMMERCIAL,9002682
2017,8,"37066
(36.387698, -86.459057)",RESIDENTIAL,549100
2017,8,"37215
(36.091316, -86.827959)",COMMERCIAL,908768
2017,8,"37076
(36.175185, -86.5933)",OUTDOOR LIGHTING,0
2017,8,"37122
(36.187906, -86.500085)",RESIDENTIAL,697680
2017,8,"37218
(36.210699, -86.866798)",OUTDOOR LIGHTING,0
2017,8,"37214
(36.168995, -86.667231)",OUTDOOR LIGHTING,5723
2017,8,"37243
(36.166899, -86.77672)",COMMERCIAL,2378180
2017,8,"37208
(36.176427, -86.805176)",COMMERCIAL,1044160
2017,8,"37206
(36.18095, -86.739624)",COMMERCIAL,825973
2017,8,"37152
(36.396526, -86.765833)",COMMERCIAL,25084
2017,8,"37027
(36.00245, -86.778709)",RESIDENTIAL,9012442
2017,8,"37082
(36.08832, -87.117051)",COMMERCIAL,460
2017,8,"37234
(36.159965, -86.783617)",COMMERCIAL,40
2017,8,"37015
(36.29003, -87.070106)",RESIDENTIAL,666960
2017,8,"37015
(36.29003, -87.070106)",COMMERCIAL,58479
2017,8,"37206
(36.18095, -86.739624)",COMMERCIAL,4151649
2017,8,"37208
(36.176427, -86.805176)",RESIDENTIAL,2130216
2017,8,"37243
(36.166899, -86.77672)",COMMERCIAL,30432
2017,8,"37228
(36.193837, -86.803025)",OUTDOOR LIGHTING,826
2017,8,"37207
(36.224945, -86.775061)",COMMERCIAL,1183613
2017,8,"37152
(36.396526, -86.765833)",COMMERCIAL,51600
2017,8,"37209
(36.149599, -86.874487)",COMMERCIAL,28144394
2017,8,"37209
(36.149599, -86.874487)",RESIDENTIAL,4459190
2017,8,"37189
(36.279393, -86.826731)",COMMERCIAL,104723
2017,8,"37075
(36.323052, -86.60557)",COMMERCIAL,1673140
2017,8,"37073
(36.42764, -86.812249)",COMMERCIAL,70720
2017,8,"37210
(36.140869, -86.738847)",COMMERCIAL,30150693
2017,8,"37228
(36.193837, -86.803025)",RESIDENTIAL,43423
2017,8,"37075
(36.323052, -86.60557)",OUTDOOR LIGHTING,55699
2017,8,"37216
(36.216134, -86.726204)",OUTDOOR LIGHTING,600
2017,8,"37086
(36.014912, -86.5643)",RESIDENTIAL,2828850
2017,8,"37212
(36.133256, -86.801456)",SEASONAL CUSTOMER,0
2017,8,"37220
(36.06788, -86.776955)",OUTDOOR LIGHTING,6144
2017,8,"37080
(36.331509, -86.915843)",RESIDENTIAL,1626392
2017,8,"37221
(36.064367, -86.96029)",COMMERCIAL,809104
2017,8,"37217
(36.106646, -86.667608)",COMMERCIAL,13368071
2017,8,"37072
(36.350389, -86.731255)",RESIDENTIAL,6875327
2017,8,"37202
(36.158527, -86.782923)",COMMERCIAL,40700
2017,8,"37216
(36.216134, -86.726204)",COMMERCIAL,4064637
2017,8,"37204
(36.109305, -86.776748)",COMMERCIAL,16560526
2017,8,"37215
(36.091316, -86.827959)",RESIDENTIAL,8723822
2017,8,"37143
(36.12259, -87.03587)",RESIDENTIAL,557524
2017,8,"37064
(35.889628, -86.926986)",RESIDENTIAL,6668
2017,8,"37138
(36.239455, -86.611783)",RESIDENTIAL,4770453
2017,8,"37242
(36.165017, -86.782171)",COMMERCIAL,345600
2017,8,"37221
(36.064367, -86.96029)",OUTDOOR LIGHTING,4042
2017,8,"37203
(36.150195, -86.790206)",RESIDENTIAL,844574
2017,8,"37220
(36.06788, -86.776955)",RESIDENTIAL,2628402
2017,8,"37217
(36.106646, -86.667608)",RESIDENTIAL,3247300
2017,8,"37229
(36.166687, -86.779932)",COMMERCIAL,1096800
2017,8,"37207
(36.224945, -86.775061)",COMMERCIAL,16027836
2017,8,"37080
(36.331509, -86.915843)",OUTDOOR LIGHTING,2400
2017,8,"37115
(36.262567, -86.704171)",COMMERCIAL,1410333
2017,8,"37135
(35.946013, -86.661944)",COMMERCIAL,4325
2017,8,"37213
(36.167552, -86.767564)",RESIDENTIAL,964
2017,8,"37075
(36.323052, -86.60557)",RESIDENTIAL,9422083
2017,8,"37080
(36.331509, -86.915843)",COMMERCIAL,725794
2017,8,"37216
(36.216134, -86.726204)",RESIDENTIAL,3575904
2017,8,"37138
(36.239455, -86.611783)",COMMERCIAL,547647
2017,8,"37076
(36.175185, -86.5933)",COMMERCIAL,911426
2017,8,"37013
(36.049335, -86.641832)",COMMERCIAL,1129746
2017,8,"37214
(36.168995, -86.667231)",COMMERCIAL,29553987
2017,8,"37218
(36.210699, -86.866798)",COMMERCIAL,6486202
2017,8,"37220
(36.06788, -86.776955)",COMMERCIAL,2121575
2017,8,"37218
(36.210699, -86.866798)",RESIDENTIAL,4283865
2017,8,"37210
(36.140869, -86.738847)",SEASONAL CUSTOMER,0
2017,8,"37027
(36.00245, -86.778709)",OUTDOOR LIGHTING,14756
2017,8,"37205
(36.112469, -86.867263)",COMMERCIAL,720355
2017,8,"37205
(36.112469, -86.867263)",COMMERCIAL,11462709
2017,8,"37072
(36.350389, -86.731255)",COMMERCIAL,10799489
2017,8,"37204
(36.109305, -86.776748)",COMMERCIAL,1403483
2017,9,"37086
(36.014912, -86.5643)",COMMERCIAL,439072
2017,9,"37076
(36.175185, -86.5933)",OUTDOOR LIGHTING,0
2017,9,"37238
(36.166067, -86.779698)",COMMERCIAL,120000
2017,9,"37086
(36.014912, -86.5643)",RESIDENTIAL,1927825
2017,9,"37211
(36.069132, -86.724578)",COMMERCIAL,19606447
2017,9,"37080
(36.331509, -86.915843)",COMMERCIAL,178992
2017,9,"37076
(36.175185, -86.5933)",COMMERCIAL,697773
2017,9,"37214
(36.168995, -86.667231)",OUTDOOR LIGHTING,9610
2017,9,"37204
(36.109305, -86.776748)",COMMERCIAL,1148406
2017,9,"37214
(36.168995, -86.667231)",COMMERCIAL,25608406
2017,9,"37212
(36.133256, -86.801456)",SEASONAL CUSTOMER,4800
2017,9,"37080
(36.331509, -86.915843)",OUTDOOR LIGHTING,1200
2017,9,"37217
(36.106646, -86.667608)",OUTDOOR LIGHTING,3030
2017,9,"37189
(36.279393, -86.826731)",OUTDOOR LIGHTING,0
2017,9,"37204
(36.109305, -86.776748)",RESIDENTIAL,2070909
2017,9,"37206
(36.18095, -86.739624)",RESIDENTIAL,2128488
2017,9,"37209
(36.149599, -86.874487)",RESIDENTIAL,3939435
2017,9,"37243
(36.166899, -86.77672)",COMMERCIAL,2119610
2017,9,"37075
(36.323052, -86.60557)",RESIDENTIAL,6590597
2017,9,"37027
(36.00245, -86.778709)",RESIDENTIAL,7620446
2017,9,"37204
(36.109305, -86.776748)",OUTDOOR LIGHTING,20284
2017,9,"37115
(36.262567, -86.704171)",OUTDOOR LIGHTING,2284
2017,9,"37215
(36.091316, -86.827959)",OUTDOOR LIGHTING,12855
2017,9,"37212
(36.133256, -86.801456)",COMMERCIAL,10701252
2017,9,"37189
(36.279393, -86.826731)",RESIDENTIAL,753929
2017,9,"37015
(36.29003, -87.070106)",RESIDENTIAL,596350
2017,9,"37203
(36.150195, -86.790206)",RESIDENTIAL,719072
2017,9,"37206
(36.18095, -86.739624)",OUTDOOR LIGHTING,6835
2017,9,"37189
(36.279393, -86.826731)",COMMERCIAL,2742021
2017,9,"37152
(36.396526, -86.765833)",COMMERCIAL,21459
2017,9,"37082
(36.08832, -87.117051)",RESIDENTIAL,29416
2017,9,"37066
(36.387698, -86.459057)",RESIDENTIAL,452099
2017,9,"37203
(36.150195, -86.790206)",COMMERCIAL,67524032
2017,9,"37013
(36.049335, -86.641832)",COMMERCIAL,13928902
2017,9,"37072
(36.350389, -86.731255)",RESIDENTIAL,5503349
2017,9,"37205
(36.112469, -86.867263)",COMMERCIAL,683696
2017,9,"37027
(36.00245, -86.778709)",COMMERCIAL,11169780
2017,9,"37138
(36.239455, -86.611783)",OUTDOOR LIGHTING,14167
2017,9,"37080
(36.331509, -86.915843)",COMMERCIAL,621127
2017,9,"37138
(36.239455, -86.611783)",COMMERCIAL,412053
2017,9,"37212
(36.133256, -86.801456)",OUTDOOR LIGHTING,29601
2017,9,"37213
(36.167552, -86.767564)",COMMERCIAL,3143456
2017,9,"37201
(36.164553, -86.776977)",COMMERCIAL,149018
2017,9,"37234
(36.159965, -86.783617)",COMMERCIAL,40
2017,9,"37218
(36.210699, -86.866798)",OUTDOOR LIGHTING,0
2017,9,"37205
(36.112469, -86.867263)",RESIDENTIAL,8037313
2017,9,"37075
(36.323052, -86.60557)",OUTDOOR LIGHTING,83674
2017,9,"37135
(35.946013, -86.661944)",RESIDENTIAL,150932
2017,9,"37205
(36.112469, -86.867263)",OUTDOOR LIGHTING,2149
2017,9,"37218
(36.210699, -86.866798)",RESIDENTIAL,3456439
2017,9,"37013
(36.049335, -86.641832)",COMMERCIAL,934746
2017,9,"37203
(36.150195, -86.790206)",OUTDOOR LIGHTING,0
2017,9,37237,COMMERCIAL,676000
2017,9,"37220
(36.06788, -86.776955)",OUTDOOR LIGHTING,6690
2017,9,"37115
(36.262567, -86.704171)",RESIDENTIAL,4503154
2017,9,"37076
(36.175185, -86.5933)",RESIDENTIAL,3826741
2017,9,"37209
(36.149599, -86.874487)",COMMERCIAL,1843142
2017,9,"37205
(36.112469, -86.867263)",COMMERCIAL,10811869
2017,9,"37076
(36.175185, -86.5933)",COMMERCIAL,7809035
2017,9,"37069
(35.985493, -86.899213)",COMMERCIAL,86120
2017,9,"37219
(36.167467, -86.783669)",COMMERCIAL,121385
2017,9,"37027
(36.00245, -86.778709)",OUTDOOR LIGHTING,29527
2017,9,"37219
(36.167467, -86.783669)",COMMERCIAL,4657846
2017,9,"37221
(36.064367, -86.96029)",COMMERCIAL,790245
2017,9,"37152
(36.396526, -86.765833)",COMMERCIAL,51120
2017,9,"37213
(36.167552, -86.767564)",RESIDENTIAL,789
2017,9,"37189
(36.279393, -86.826731)",COMMERCIAL,101998
2017,9,"37206
(36.18095, -86.739624)",COMMERCIAL,596312
2017,9,"37072
(36.350389, -86.731255)",COMMERCIAL,1138231
2017,9,"37072
(36.350389, -86.731255)",SEASONAL CUSTOMER,1320
2017,9,"37138
(36.239455, -86.611783)",RESIDENTIAL,2969115
2017,9,"37210
(36.140869, -86.738847)",COMMERCIAL,25544254
2017,9,"37211
(36.069132, -86.724578)",OUTDOOR LIGHTING,9000
2017,9,"37206
(36.18095, -86.739624)",COMMERCIAL,3486737
2017,9,"37219
(36.167467, -86.783669)",RESIDENTIAL,14376
2017,9,"37208
(36.176427, -86.805176)",OUTDOOR LIGHTING,25194
2017,9,"37207
(36.224945, -86.775061)",RESIDENTIAL,5702325
2017,9,"37211
(36.069132, -86.724578)",RESIDENTIAL,7067111
2017,9,"37205
(36.112469, -86.867263)",SEASONAL CUSTOMER,40000
2017,9,"37204
(36.109305, -86.776748)",COMMERCIAL,15188703
2017,9,"37215
(36.091316, -86.827959)",COMMERCIAL,5647719
2017,9,"37013
(36.049335, -86.641832)",RESIDENTIAL,6387027
2017,9,"37115
(36.262567, -86.704171)",COMMERCIAL,1112213
2017,9,"37066
(36.387698, -86.459057)",COMMERCIAL,629100
2017,9,"37215
(36.091316, -86.827959)",COMMERCIAL,973320
2017,9,"37218
(36.210699, -86.866798)",COMMERCIAL,7885376
2017,9,"37227
(36.129798, -86.666977)",COMMERCIAL,362
2017,9,"37221
(36.064367, -86.96029)",COMMERCIAL,4470834
2017,9,"37086
(36.014912, -86.5643)",SEASONAL CUSTOMER,215
2017,9,"37207
(36.224945, -86.775061)",COMMERCIAL,15008658
2017,9,"37228
(36.193837, -86.803025)",COMMERCIAL,5667116
2017,9,"37066
(36.387698, -86.459057)",COMMERCIAL,42151
2017,9,"37216
(36.216134, -86.726204)",OUTDOOR LIGHTING,3320
2017,9,"37229
(36.166687, -86.779932)",COMMERCIAL,976350
2017,9,"37073
(36.42764, -86.812249)",COMMERCIAL,13619
2017,9,"37122
(36.187906, -86.500085)",RESIDENTIAL,428931
2017,9,"37213
(36.167552, -86.767564)",COMMERCIAL,130433
2017,9,"37072
(36.350389, -86.731255)",OUTDOOR LIGHTING,13482
2017,9,"37210
(36.140869, -86.738847)",RESIDENTIAL,1194608
2017,9,"37216
(36.216134, -86.726204)",COMMERCIAL,3435677
2017,9,"37214
(36.168995, -86.667231)",COMMERCIAL,885817
2017,9,"37115
(36.262567, -86.704171)",COMMERCIAL,9443042
2017,9,"37218
(36.210699, -86.866798)",COMMERCIAL,479487
2017,9,"37073
(36.42764, -86.812249)",RESIDENTIAL,68685
2017,9,"37122
(36.187906, -86.500085)",COMMERCIAL,4255
2017,9,"37212
(36.133256, -86.801456)",COMMERCIAL,668884
2017,9,"37212
(36.133256, -86.801456)",RESIDENTIAL,1864927
2017,9,"37227
(36.129798, -86.666977)",COMMERCIAL,68040
2017,9,"37220
(36.06788, -86.776955)",COMMERCIAL,1872965
2017,9,"37208
(36.176427, -86.805176)",RESIDENTIAL,1710461
2017,9,"37015
(36.29003, -87.070106)",COMMERCIAL,57748
2017,9,"37080
(36.331509, -86.915843)",RESIDENTIAL,1284282
2017,9,"37216
(36.216134, -86.726204)",RESIDENTIAL,2428527
2017,9,"37201
(36.164553, -86.776977)",COMMERCIAL,7169000
2017,9,"37209
(36.149599, -86.874487)",COMMERCIAL,25813056
2017,9,"37243
(36.166899, -86.77672)",COMMERCIAL,22124
2017,9,"37228
(36.193837, -86.803025)",OUTDOOR LIGHTING,1184
2017,9,"37086
(36.014912, -86.5643)",COMMERCIAL,19197565
2017,9,"37072
(36.350389, -86.731255)",COMMERCIAL,10099466
2017,9,"37075
(36.323052, -86.60557)",COMMERCIAL,1361252
2017,9,"37242
(36.165017, -86.782171)",COMMERCIAL,321600
2017,9,"37202
(36.158527, -86.782923)",COMMERCIAL,26100
2017,9,"37138
(36.239455, -86.611783)",COMMERCIAL,21502158
2017,9,"37082
(36.08832, -87.117051)",COMMERCIAL,484
2017,9,"37217
(36.106646, -86.667608)",COMMERCIAL,11345593
2017,9,"37075
(36.323052, -86.60557)",COMMERCIAL,9946604
2017,9,"37135
(35.946013, -86.661944)",COMMERCIAL,3487
2017,9,"37210
(36.140869, -86.738847)",SEASONAL CUSTOMER,0
2017,9,"37073
(36.42764, -86.812249)",COMMERCIAL,74600
2017,9,"37221
(36.064367, -86.96029)",RESIDENTIAL,6767050
2017,9,"37215
(36.091316, -86.827959)",RESIDENTIAL,8016315
2017,9,"37209
(36.149599, -86.874487)",OUTDOOR LIGHTING,9699
2017,9,"37210
(36.140869, -86.738847)",OUTDOOR LIGHTING,5782
2017,9,"37201
(36.164553, -86.776977)",RESIDENTIAL,36471
2017,9,"37211
(36.069132, -86.724578)",COMMERCIAL,2327447
2017,9,"37210
(36.140869, -86.738847)",COMMERCIAL,1731202
2017,9,"37143
(36.12259, -87.03587)",RESIDENTIAL,511087
2017,9,"37207
(36.224945, -86.775061)",OUTDOOR LIGHTING,4104
2017,9,"37064
(35.889628, -86.926986)",RESIDENTIAL,6269
2017,9,"37152
(36.396526, -86.765833)",RESIDENTIAL,2107
2017,9,"37208
(36.176427, -86.805176)",COMMERCIAL,14999040
2017,9,"37203
(36.150195, -86.790206)",COMMERCIAL,1990091
2017,9,"37217
(36.106646, -86.667608)",RESIDENTIAL,2301727
2017,9,"37027
(36.00245, -86.778709)",COMMERCIAL,960049
2017,9,"37208
(36.176427, -86.805176)",COMMERCIAL,872294
2017,9,"37221
(36.064367, -86.96029)",OUTDOOR LIGHTING,13084
2017,9,"37228
(36.193837, -86.803025)",COMMERCIAL,192874
2017,9,"37243
(36.166899, -86.77672)",RESIDENTIAL,19293
2017,9,"37143
(36.12259, -87.03587)",COMMERCIAL,27019
2017,9,"37069
(35.985493, -86.899213)",COMMERCIAL,5728
2017,9,"37217
(36.106646, -86.667608)",COMMERCIAL,907913
2017,9,"37207
(36.224945, -86.775061)",COMMERCIAL,1056160
2017,9,"37220
(36.06788, -86.776955)",COMMERCIAL,167447
2017,9,"37086
(36.014912, -86.5643)",OUTDOOR LIGHTING,19433
2017,9,"37216
(36.216134, -86.726204)",COMMERCIAL,393062
2017,9,"37013
(36.049335, -86.641832)",OUTDOOR LIGHTING,3888
2017,9,"37214
(36.168995, -86.667231)",RESIDENTIAL,3593765
2017,9,"37069
(35.985493, -86.899213)",RESIDENTIAL,656418
2017,9,"37015
(36.29003, -87.070106)",COMMERCIAL,13000
2017,9,"37228
(36.193837, -86.803025)",RESIDENTIAL,39980
2017,9,"37220
(36.06788, -86.776955)",RESIDENTIAL,2209111
2017,10,"37216
(36.216134, -86.726204)",RESIDENTIAL,2246325
2017,10,"37122
(36.187906, -86.500085)",COMMERCIAL,3878
2017,10,"37229
(36.166687, -86.779932)",COMMERCIAL,945800
2017,10,"37234
(36.159965, -86.783617)",COMMERCIAL,258640
2017,10,"37219
(36.167467, -86.783669)",RESIDENTIAL,15284
2017,10,"37219
(36.167467, -86.783669)",COMMERCIAL,4912567
2017,10,"37242
(36.165017, -86.782171)",COMMERCIAL,312000
2017,10,"37075
(36.323052, -86.60557)",OUTDOOR LIGHTING,89968
2017,10,"37219
(36.167467, -86.783669)",COMMERCIAL,132668
2017,10,"37206
(36.18095, -86.739624)",COMMERCIAL,582039
2017,10,"37208
(36.176427, -86.805176)",RESIDENTIAL,1554844
2017,10,"37228
(36.193837, -86.803025)",RESIDENTIAL,37454
2017,10,"37189
(36.279393, -86.826731)",OUTDOOR LIGHTING,0
2017,10,"37218
(36.210699, -86.866798)",COMMERCIAL,384322
2017,10,"37217
(36.106646, -86.667608)",COMMERCIAL,866453
2017,10,"37135
(35.946013, -86.661944)",RESIDENTIAL,125867
2017,10,"37075
(36.323052, -86.60557)",COMMERCIAL,9315785
2017,10,"37013
(36.049335, -86.641832)",COMMERCIAL,13604498
2017,10,"37210
(36.140869, -86.738847)",COMMERCIAL,24299786
2017,10,"37086
(36.014912, -86.5643)",COMMERCIAL,18948923
2017,10,"37066
(36.387698, -86.459057)",RESIDENTIAL,383500
2017,10,"37207
(36.224945, -86.775061)",COMMERCIAL,14415983
2017,10,"37201
(36.164553, -86.776977)",COMMERCIAL,153163
2017,10,"37215
(36.091316, -86.827959)",COMMERCIAL,4292197
2017,10,"37209
(36.149599, -86.874487)",OUTDOOR LIGHTING,21757
2017,10,"37206
(36.18095, -86.739624)",OUTDOOR LIGHTING,4347
2017,10,"37015
(36.29003, -87.070106)",RESIDENTIAL,462782
2017,10,"37212
(36.133256, -86.801456)",SEASONAL CUSTOMER,10920
2017,10,"37208
(36.176427, -86.805176)",COMMERCIAL,726261
2017,10,"37243
(36.166899, -86.77672)",COMMERCIAL,29600
2017,10,"37076
(36.175185, -86.5933)",COMMERCIAL,7755971
2017,10,37237,COMMERCIAL,672000
2017,10,"37064
(35.889628, -86.926986)",RESIDENTIAL,4719
2017,10,"37218
(36.210699, -86.866798)",RESIDENTIAL,2874188
2017,10,"37205
(36.112469, -86.867263)",RESIDENTIAL,5938393
2017,10,"37203
(36.150195, -86.790206)",RESIDENTIAL,569042
2017,10,"37203
(36.150195, -86.790206)",COMMERCIAL,1453737
2017,10,"37217
(36.106646, -86.667608)",OUTDOOR LIGHTING,6022
2017,10,"37075
(36.323052, -86.60557)",RESIDENTIAL,6000387
2017,10,"37243
(36.166899, -86.77672)",COMMERCIAL,1979340
2017,10,"37086
(36.014912, -86.5643)",SEASONAL CUSTOMER,250
2017,10,"37138
(36.239455, -86.611783)",RESIDENTIAL,2681383
2017,10,"37217
(36.106646, -86.667608)",COMMERCIAL,10950113
2017,10,"37203
(36.150195, -86.790206)",OUTDOOR LIGHTING,60
2017,10,"37015
(36.29003, -87.070106)",COMMERCIAL,45778
2017,10,"37082
(36.08832, -87.117051)",RESIDENTIAL,23277
2017,10,"37205
(36.112469, -86.867263)",OUTDOOR LIGHTING,12670
2017,10,"37076
(36.175185, -86.5933)",RESIDENTIAL,3505856
2017,10,"37216
(36.216134, -86.726204)",OUTDOOR LIGHTING,4380
2017,10,"37072
(36.350389, -86.731255)",OUTDOOR LIGHTING,23052
2017,10,"37211
(36.069132, -86.724578)",COMMERCIAL,1904242
2017,10,"37228
(36.193837, -86.803025)",OUTDOOR LIGHTING,1137
2017,10,"37214
(36.168995, -86.667231)",COMMERCIAL,857063
2017,10,"37211
(36.069132, -86.724578)",COMMERCIAL,18867814
2017,10,"37076
(36.175185, -86.5933)",OUTDOOR LIGHTING,0
2017,10,"37221
(36.064367, -86.96029)",RESIDENTIAL,5098398
2017,10,"37189
(36.279393, -86.826731)",COMMERCIAL,90196
2017,10,"37207
(36.224945, -86.775061)",RESIDENTIAL,5122062
2017,10,"37204
(36.109305, -86.776748)",RESIDENTIAL,1548511
2017,10,"37213
(36.167552, -86.767564)",COMMERCIAL,3125516
2017,10,"37152
(36.396526, -86.765833)",COMMERCIAL,50280
2017,10,"37073
(36.42764, -86.812249)",COMMERCIAL,12480
2017,10,"37210
(36.140869, -86.738847)",COMMERCIAL,1781959
2017,10,"37115
(36.262567, -86.704171)",COMMERCIAL,8868323
2017,10,"37210
(36.140869, -86.738847)",RESIDENTIAL,1135721
